# GENUINE residue of the relocation-name audit -- WORKLIST, NOT A DEFECT LIST.
# Regenerate: tools/relocname_genuine_worklist.py --out <this file>
# Source     : decomp-bench/archive/harvest/relocname-audit-2026-08-06/pairs_folded2.json (sha256 af61ba6ae8b4e1f0...)
# Audit tree : rb3-xenon@a236686e   ruler: name_check, objdiff-cli sha256 ca2be75232767f53...
# Cut at     : rb3-xenon@e8fe5238
# Rows       : 3004 rows = 3356 charged call sites over 1506 distinct (T,B) pairs, 2863 enclosing functions, 561 units
# pair_sites : charged sites for this (T,B) pair BINARY-WIDE.  fn_sites: charged sites for it inside THIS enclosing function.
# body       : DIFF_SAMESIZE=170  DIFF_SIZE=2834
#              DIFF_SIZE = our body for B differs in LENGTH from retail at addr(T); DIFF_SAMESIZE = same length, different code.
# map        : the SYMBOL-MAP verdict for the same pair. It disagrees with `body` constantly and the body test is the one to believe --
#              6,677 pairs the map test calls a defect are byte-identical bodies. Kept only so the divergence stays visible.
# joins      : T = target callee still in scripts/target_symbol_map.json; B = our callee still named by a built obj, AT THE CUT COMMIT.
#              -B=6  T-=15  TB=2983
#
# *** GENUINE IS AN UPPER BOUND ON DEFECTS. *** A body difference means EITHER our source calls the wrong function OR the retail map
# mis-attributes the name at the destination VA -- and this repo's whole map(...) lane series exists to repair the latter. The adjudicated
# figure for the whole at-100 charged population is 298 fns / 25,920 B / 0.2425 pp WRONG (lane CW-2, 34017f74); CV-4's earlier estimate was
# 353 fns / 24,836 B / 0.23 pp (34b44dd6). Adjudicate a row with tools/xbin_adjudicate.py (cross-binary, masks exactly the relocated
# field via our own relocation table, calibrated) or tools/at100_adjudicate.py -- NEVER from the symbol map, and NEVER auto-apply.
# The upstream comparator masks every D-form and branch displacement unconditionally and ignores relocation target names, so it
# over-produces FOLD and this residue is if anything SHORT. Not a population census.
pair_sites	fn_sites	body	map	joins	opcode	unit	enclosing_fn	target_callee	our_callee
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CharHair	fn_823AA3EC	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Debug	fn_82510E94	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/MessageTimer	fn_82272BD8	??1Object@Hmx@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/MetaPanel	fn_82606150	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/MidiSynth	fn_824CC2F8	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/NextSongPanel	fn_82643ACC	??1Object@Hmx@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/NoteTube	fn_82C29A64	??1Object@Hmx@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PerformanceData	fn_82657BEC	??1Object@Hmx@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/SpotlightDrawer	fn_824D5C78	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/StorePanel	fn_827B5AC0	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/UploadErrorMgr	fn_826420BC	??1Object@Hmx@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/game/PresenceMgr	fn_82680D44	??1Object@Hmx@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
12	12	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/AccomplishmentManager	?FactoryCreateAccomplishment@AccomplishmentManager@@QAAPAVAccomplishment@@PAVDataArray@@H@Z	??2CriticalSection@@SAPAXI@Z	??2Accomplishment@@SAPAXI@Z
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/AccomplishmentManager	fn_8255F5A0	??1Object@Hmx@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/CampaignGoalsLeaderboardPanel	fn_825F1BA8	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/CampaignGoalsLeaderboardPanel	fn_825F1E94	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/CharCache	fn_8256C7B8	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/NewAwardPanel	fn_82627980	??1DataNode@@QAA@XZ	??1?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/PassiveMessenger	fn_825CAF44	??1Object@Hmx@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
12	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/StoreOfferProvider	fn_82664664	??1Object@Hmx@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$_Copy_Construct@UChar3D@CharData@WorldCrowd@@@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@ABU123@@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$__adjust_heap@PAUChar3D@CharData@WorldCrowd@@HU123@USort3DChars@@@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@HHU123@USort3DChars@@@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$__insertion_sort@PAUChar3D@CharData@WorldCrowd@@U123@USort3DChars@@@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@00USort3DChars@@@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$__introsort_loop@PAUChar3D@CharData@WorldCrowd@@U123@HUSort3DChars@@@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@00HUSort3DChars@@@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$__linear_insert@PAUChar3D@CharData@WorldCrowd@@U123@USort3DChars@@@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@0U123@USort3DChars@@@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$__make_heap@PAUChar3D@CharData@WorldCrowd@@USort3DChars@@U123@H@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@0USort3DChars@@0PAH@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$__partial_sort@PAUChar3D@CharData@WorldCrowd@@U123@USort3DChars@@@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@000USort3DChars@@@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$__pop_heap@PAUChar3D@CharData@WorldCrowd@@U123@USort3DChars@@H@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@00U123@USort3DChars@@PAH@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$__unguarded_insertion_sort_aux@PAUChar3D@CharData@WorldCrowd@@U123@USort3DChars@@@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@00USort3DChars@@@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$sort_heap@PAUChar3D@CharData@WorldCrowd@@USort3DChars@@@stlpmtx_std@@YAXPAUChar3D@CharData@WorldCrowd@@0USort3DChars@@@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
11	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Crowd	??$swap@UChar3D@CharData@WorldCrowd@@@stlpmtx_std@@YAXAAUChar3D@CharData@WorldCrowd@@0@Z	??4Char3D@CharData@WorldCrowd@@QAAAAU012@ABU012@@Z	??0Char3D@CharData@WorldCrowd@@QAA@ABU012@@Z
10	2	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSongMgr	??RSongRankCmp@@QBA_NHH@Z	?HasPart@BandSongMetadata@@UBA_NVSymbol@@_N@Z	?Rank@BandSongMetadata@@QBAMVSymbol@@@Z
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandSongMgr	?Handle@BandSongMgr@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?HasPart@BandSongMetadata@@UBA_NVSymbol@@_N@Z	?Rank@BandSongMetadata@@QBAMVSymbol@@@Z
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CameraShot	fn_824C38E8	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	2	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/CharClipGroup	??$__linear_insert@PAV?$ObjOwnerPtr@VCharClip@@@@V1@UAlphabetically@@@stlpmtx_std@@YAXPAV?$ObjOwnerPtr@VCharClip@@@@0V1@UAlphabetically@@@Z	?SetOwnerObj@?$ObjOwnerPtr@VObject@Hmx@@@@QAAXPAVObject@Hmx@@@Z	?SetObjConcrete@?$ObjRefConcrete@VCharClip@@VObjectDir@@@@QAAXPAVCharClip@@@Z
10	1	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/CharClipGroup	??$__pop_heap@PAV?$ObjOwnerPtr@VCharClip@@@@V1@UAlphabetically@@H@stlpmtx_std@@YAXPAV?$ObjOwnerPtr@VCharClip@@@@00V1@UAlphabetically@@PAH@Z	?SetOwnerObj@?$ObjOwnerPtr@VObject@Hmx@@@@QAAXPAVObject@Hmx@@@Z	?SetObjConcrete@?$ObjRefConcrete@VCharClip@@VObjectDir@@@@QAAXPAVCharClip@@@Z
10	2	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/CharClipGroup	??$swap@V?$ObjOwnerPtr@VCharClip@@@@@stlpmtx_std@@YAXAAV?$ObjOwnerPtr@VCharClip@@@@0@Z	?SetOwnerObj@?$ObjOwnerPtr@VObject@Hmx@@@@QAAXPAVObject@Hmx@@@Z	?SetObjConcrete@?$ObjRefConcrete@VCharClip@@VObjectDir@@@@QAAXPAVCharClip@@@Z
10	2	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/CharClipGroup	??4?$vector@V?$ObjOwnerPtr@VCharClip@@@@V?$StlNodeAlloc@V?$ObjOwnerPtr@VCharClip@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	?SetOwnerObj@?$ObjOwnerPtr@VObject@Hmx@@@@QAAXPAVObject@Hmx@@@Z	?SetObjConcrete@?$ObjRefConcrete@VCharClip@@VObjectDir@@@@QAAXPAVCharClip@@@Z
10	1	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/CharClipGroup	?_M_erase@?$vector@V?$ObjOwnerPtr@VCharClip@@@@V?$StlNodeAlloc@V?$ObjOwnerPtr@VCharClip@@@@@stlpmtx_std@@@stlpmtx_std@@IAAPAV?$ObjOwnerPtr@VCharClip@@@@PAV3@0ABU__false_type@2@@Z	?SetOwnerObj@?$ObjOwnerPtr@VObject@Hmx@@@@QAAXPAVObject@Hmx@@@Z	?SetObjConcrete@?$ObjRefConcrete@VCharClip@@VObjectDir@@@@QAAXPAVCharClip@@@Z
10	1	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/CharClipGroup	?_M_erase@?$vector@V?$ObjOwnerPtr@VCharClip@@@@V?$StlNodeAlloc@V?$ObjOwnerPtr@VCharClip@@@@@stlpmtx_std@@@stlpmtx_std@@IAAPAV?$ObjOwnerPtr@VCharClip@@@@PAV3@ABU__false_type@2@@Z	?SetOwnerObj@?$ObjOwnerPtr@VObject@Hmx@@@@QAAXPAVObject@Hmx@@@Z	?SetObjConcrete@?$ObjRefConcrete@VCharClip@@VObjectDir@@@@QAAXPAVCharClip@@@Z
10	1	DIFF_SAMESIZE	DIFFERENT_FUNCTION	TB	bl	default/CharEyes	?push_back@?$ObjVector@V?$ObjOwnerPtr@VCharClip@@@@@@QAAXABV?$ObjOwnerPtr@VCharClip@@@@@Z	?SetOwnerObj@?$ObjOwnerPtr@VObject@Hmx@@@@QAAXPAVObject@Hmx@@@Z	?SetObjConcrete@?$ObjRefConcrete@VCharClip@@VObjectDir@@@@QAAXPAVCharClip@@@Z
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Character	fn_8236DDC4	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Env	fn_82408970	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/EnvAnim	fn_82487310	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/EnvAnim	fn_824876F8	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/OutfitConfig	fn_8229EB60	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/OutfitConfig	fn_8229EBF8	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PartAnim	fn_824803FC	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PartAnim	fn_82480428	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PartAnim	fn_82480454	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PartAnim	fn_82480480	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PartAnim	fn_824808DC	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PartAnim	fn_8248090C	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PartAnim	fn_8248093C	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PartAnim	fn_8248096C	??1?$_Vector_base@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	??1?$Keys@VVector2@@V1@@@QAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PartLauncher	fn_8244FA2C	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/PropSync	fn_824CB9A0	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Sequence	fn_827061D8	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Sfx	fn_8271E004	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/Sfx	fn_8271E09C	??1ObjRef@@QAA@XZ	??1?$ObjRefConcrete@VRndTransformable@@VObjectDir@@@@UAA@XZ
10	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/SongSortByDiff	?NewSongNode@SongSortByDiff@@UBAPAVOwnedSongSortNode@@PAVSongRecord@@@Z	?HasPart@BandSongMetadata@@UBA_NVSymbol@@_N@Z	?Rank@BandSongMetadata@@QBAMVSymbol@@@Z
10	2	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/SongSortByStars	?NewSongNode@SongSortByStars@@UBAPAVOwnedSongSortNode@@PAVSongRecord@@@Z	?HasPart@BandSongMetadata@@UBA_NVSymbol@@_N@Z	?Rank@BandSongMetadata@@QBAMVSymbol@@@Z
10	2	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/AccomplishmentManager	??RSongDifficultyCmp@@QBA_NVSymbol@@0@Z	?HasPart@BandSongMetadata@@UBA_NVSymbol@@_N@Z	?Rank@BandSongMetadata@@QBAMVSymbol@@@Z
10	2	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/band3/meta_band/ViewSetting	?BuildFilters@ViewSettingsProvider@@QAAXVSymbol@@@Z	?HasPart@BandSongMetadata@@UBA_NVSymbol@@_N@Z	?Rank@BandSongMetadata@@QBAMVSymbol@@@Z
9	3	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/DataFunc	?DataClamp@@YA?AVDataNode@@PAVDataArray@@@Z	??BDataArrayPtr@@QBAPAVDataArray@@XZ	?LiteralInt@DataNode@@QBAHPBVDataArray@@@Z
9	2	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/DataFunc	?DataMod@@YA?AVDataNode@@PAVDataArray@@@Z	??BDataArrayPtr@@QBAPAVDataArray@@XZ	?LiteralInt@DataNode@@QBAHPBVDataArray@@@Z
9	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/DataFunc	?DataNewArray@@YA?AVDataNode@@PAVDataArray@@@Z	??BDataArrayPtr@@QBAPAVDataArray@@XZ	?LiteralInt@DataNode@@QBAHPBVDataArray@@@Z
9	3	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/DataFunc	?DataSub@@YA?AVDataNode@@PAVDataArray@@@Z	??BDataArrayPtr@@QBAPAVDataArray@@XZ	?LiteralInt@DataNode@@QBAHPBVDataArray@@@Z
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/AccomplishmentPanel	fn_825FC7EC	??1UIListProvider@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/AmbientOcclusion	fn_82493388	??1DataArrayPtr@@QAA@XZ	??1DataNode@@QAA@XZ
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_82298820	??1DataArrayPtr@@QAA@XZ	??1DataNode@@QAA@XZ
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_82298B0C	??1DataArrayPtr@@QAA@XZ	??1DataNode@@QAA@XZ
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_8229931C	??1DataArrayPtr@@QAA@XZ	??1DataNode@@QAA@XZ
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_82299878	??1DataNode@@QAA@XZ	??1DataArrayPtr@@QAA@XZ
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandDirector	fn_822998A0	??1DataNode@@QAA@XZ	??1DataArrayPtr@@QAA@XZ
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/BandIKEffector	?Handle@BandIKEffector@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharData@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharWeightable@@UAA?AVDataNode@@PAVDataArray@@_N@Z
8	2	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/ByteGrinder	?GrindArray@ByteGrinder@@QAAXJJPAEHH@Z	_snprintf	?Hx_snprintf@@YAHPADIPBDZZ
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CampaignSongInfoPanel	fn_825F646C	??1UIListProvider@@UAA@XZ	??1?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IAA@XZ
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CharBoneDir	?Handle@CharBoneTwist@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharData@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharWeightable@@UAA?AVDataNode@@PAVDataArray@@_N@Z
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CharIKFingers	?Handle@CharIKFingers@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharData@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharWeightable@@UAA?AVDataNode@@PAVDataArray@@_N@Z
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CharIKHead	?Handle@CharIKHead@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharData@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharWeightable@@UAA?AVDataNode@@PAVDataArray@@_N@Z
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CharIKScale	?Handle@CharIKScale@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharData@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharWeightable@@UAA?AVDataNode@@PAVDataArray@@_N@Z
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CharIKSliderMidi	?Handle@CharIKSliderMidi@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharData@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharWeightable@@UAA?AVDataNode@@PAVDataArray@@_N@Z
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/CharMirror	?Handle@CharMirror@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharData@@UAA?AVDataNode@@PAVDataArray@@_N@Z	?Handle@CharWeightable@@UAA?AVDataNode@@PAVDataArray@@_N@Z
8	1	DIFF_SIZE	DIFFERENT_FUNCTION	TB	bl	default/DataFunc	fn_8275DAF4	??1DataNode@@QAA@XZ	??1DataArrayPtr@@QAA@XZ
