# Retail-byte adjudication of sympair-queue rows. tools/sympair_adjudicate.py (W18).
# A_PROVEN_FOLD          our callee's body IS retail's code there. Alias-only; NOT source-reachable.
#                        `evidence` VACUOUS = <=2 non-relocated words compared: a thunk, near-no evidence.
# B1 callee ABSENT       our callee's code is nowhere in retail -> source divergence, not cheap.
# B2 callee PRESENT unnamed -> identification gap; naming the address adjudicates it.
# D1 ROW_NAME_REFUTED    our call is ENTAILED by the row's own name and retail's is not =>
#                        the ROW's map name is wrong. Proves EXISTENCE, not ASSIGNMENT (W7).
# D2 SOURCE_DEFECT       neither callee entailed => our source chose, and chose wrong. FIXABLE.
# D4 MAP_DEFECT          retail's own name at `at` is not body-confirmed either.
verdict	size	fuzzy	cls	evidence	nwords	unit	symbol	at	target_symbol	our_symbol	found
A_PROVEN_FOLD	412	99.90292	ALL_OURS_UNMAPPED	STRONG	20	default/MicClientMapper	?_M_insert_overflow_aux@?$vector@UMicMappingData@MicClientMapper@@V?$StlNodeAlloc@UMicMappingData@MicClientMapper@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUMicMappingData@MicClientMapper@@ABU34@ABU__false_type@2@I_N@Z	0x8270f4f8			
A_PROVEN_FOLD	412	99.95145	MIXED/UNKNOWN	VACUOUS	1	default/VocalNoteList	??0VocalNoteList@@QAA@PAVSongData@@@Z	0x8250fef8			
A_PROVEN_FOLD	412	99.95145	ALL_OURS_UNMAPPED	STRONG	15	default/PropKeys	?_M_insert_overflow_aux@?$vector@V?$Key@VVector3@@@@V?$StlNodeAlloc@V?$Key@VVector3@@@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAV?$Key@VVector3@@@@ABV3@ABU__false_type@2@I_N@Z	0x82667220			
A_PROVEN_FOLD	408	99.90196	ALL_OURS_UNMAPPED	VACUOUS	1	default/Game	?PostLoad@Game@@QAAXXZ	0x82684e90			
A_PROVEN_FOLD	404	99.95049	MIXED/UNKNOWN	STRONG	33	default/PropSync	?_M_fill_insert_aux@?$vector@VFilePath@@V?$StlNodeAlloc@VFilePath@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVFilePath@@IABV3@ABU__false_type@2@@Z	0x824cd818			
A_PROVEN_FOLD	400	99.95	ALL_OURS_UNMAPPED	STRONG	22	default/Sequence	?Poll@RandomIntervalGroupSeqInst@@MAAXXZ	0x8270aac0			
A_PROVEN_FOLD	396	99.94949	MIXED/UNKNOWN	STRONG	24	default/PropSync	??$PropSync@UMatOverride@WorldDir@@@@YA_NAAV?$ObjList@UMatOverride@WorldDir@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x824ce130			
A_PROVEN_FOLD	396	99.89899	ALL_OURS_UNMAPPED	STRONG	29	default/system/bandobj/BandFaceDeform	?_M_fill_insert_aux@?$vector@VDeltaArray@BandFaceDeform@@V?$StlNodeAlloc@VDeltaArray@BandFaceDeform@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVDeltaArray@BandFaceDeform@@IABV34@ABU__false_type@2@@Z	0x822c78f8			
A_PROVEN_FOLD	396	99.94949	ALL_OURS_UNMAPPED	STRONG	24	default/EventTrigger	??$PropSync@UAnim@EventTrigger@@@@YA_NAAV?$ObjList@UAnim@EventTrigger@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x824a06c8			
A_PROVEN_FOLD	392	99.94898	ALL_OURS_UNMAPPED	STRONG	33	default/PatchDir	?_M_fill_insert_aux@?$vector@VPatchLayer@@V?$StlNodeAlloc@VPatchLayer@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVPatchLayer@@IABV3@ABU__false_type@2@@Z	0x82278518			
A_PROVEN_FOLD	392	99.7449	MIXED/UNKNOWN	STRONG	29	default/HamMove	?_M_fill_insert_aux@?$vector@ULocalizedName@HamMove@@V?$StlNodeAlloc@ULocalizedName@HamMove@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAULocalizedName@HamMove@@IABU34@ABU__false_type@2@@Z	0x82714948			
A_PROVEN_FOLD	392	99.89796	ALL_OURS_UNMAPPED	STRONG	29	default/CharMeshHide	?_M_fill_insert_aux@?$vector@VHide@CharMeshHide@@V?$StlNodeAlloc@VHide@CharMeshHide@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVHide@CharMeshHide@@IABV34@ABU__false_type@2@@Z	0x823a1238			
A_PROVEN_FOLD	392	99.89796	ALL_OURS_UNMAPPED	STRONG	29	default/CharHair	?_M_fill_insert_aux@?$vector@VStrand@CharHair@@V?$StlNodeAlloc@VStrand@CharHair@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVStrand@CharHair@@IABV34@ABU__false_type@2@@Z	0x823a9658			
A_PROVEN_FOLD	392	99.94898	ALL_OURS_UNMAPPED	STRONG	29	default/Character	?_M_fill_insert_aux@?$vector@ULod@Character@@V?$StlNodeAlloc@ULod@Character@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAULod@Character@@IABU34@ABU__false_type@2@@Z	0x82371320			
A_PROVEN_FOLD	392	99.94898	MIXED/UNKNOWN	STRONG	29	default/CameraShot	?_M_fill_insert_aux@?$vector@VCamShotFrame@@V?$StlNodeAlloc@VCamShotFrame@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVCamShotFrame@@IABV3@ABU__false_type@2@@Z	0x824c3e08			
A_PROVEN_FOLD	392	99.89796	ALL_OURS_UNMAPPED	STRONG	29	default/InlineHelp	?_M_fill_insert_aux@?$vector@UActionElement@InlineHelp@@V?$StlNodeAlloc@UActionElement@InlineHelp@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUActionElement@InlineHelp@@IABU34@ABU__false_type@2@@Z	0x82315748			
A_PROVEN_FOLD	392	99.89796	ALL_OURS_UNMAPPED	STRONG	29	default/HamCamTransform	?_M_fill_insert_aux@?$vector@UEyeDesc@CharEyes@@V?$StlNodeAlloc@UEyeDesc@CharEyes@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUEyeDesc@CharEyes@@IABU34@ABU__false_type@2@@Z	0x82387768			
A_PROVEN_FOLD	392	99.89796	ALL_OURS_UNMAPPED	STRONG	33	default/Sfx	?_M_fill_insert_aux@?$vector@VMoggClipMap@@V?$StlNodeAlloc@VMoggClipMap@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVMoggClipMap@@IABV3@ABU__false_type@2@@Z	0x8271c8d0			
A_PROVEN_FOLD	392	99.89796	ALL_OURS_UNMAPPED	STRONG	29	default/LightPreset	?_M_fill_insert_aux@?$vector@UKeyframe@LightPreset@@V?$StlNodeAlloc@UKeyframe@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAUKeyframe@LightPreset@@IABU34@ABU__false_type@2@@Z	0x824b4560			
A_PROVEN_FOLD	392	99.94898	ALL_OURS_UNMAPPED	STRONG	29	default/BandIKEffector	?_M_fill_insert_aux@?$vector@VConstraint@BandIKEffector@@V?$StlNodeAlloc@VConstraint@BandIKEffector@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVConstraint@BandIKEffector@@IABV34@ABU__false_type@2@@Z	0x822c3fa8			
A_PROVEN_FOLD	392	99.89796	ALL_OURS_UNMAPPED	STRONG	33	default/Sequence	?_M_fill_insert_aux@?$vector@V?$ObjPtr@VSeqInst@@@@V?$StlNodeAlloc@V?$ObjPtr@VSeqInst@@@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAV?$ObjPtr@VSeqInst@@@@IABV3@ABU__false_type@2@@Z	0x827070f0			
A_PROVEN_FOLD	392	99.94898	MIXED/UNKNOWN	VACUOUS	1	default/band3/game/Player	?DelayReturn@Player@@QAAX_N@Z	0x82684f68			
A_PROVEN_FOLD	392	99.7449	MIXED/UNKNOWN	STRONG	29	default/VocalNoteList	?_M_fill_insert_aux@?$vector@VVocalNote@@V?$StlNodeAlloc@VVocalNote@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVVocalNote@@IABV3@ABU__false_type@2@@Z	0x826b8ba8			
A_PROVEN_FOLD	392	99.7449	MIXED/UNKNOWN	STRONG	48	default/VocalNoteList	?_M_fill_insert_aux@?$vector@VVocalNote@@V?$StlNodeAlloc@VVocalNote@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVVocalNote@@IABV3@ABU__false_type@2@@Z	0x826b8448			
A_PROVEN_FOLD	392	99.7449	MIXED/UNKNOWN	STRONG	48	default/VocalNoteList	?_M_fill_insert_aux@?$vector@VVocalNote@@V?$StlNodeAlloc@VVocalNote@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAVVocalNote@@IABV3@ABU__false_type@2@@Z	0x82685278			
A_PROVEN_FOLD	388	99.8969	MIXED/UNKNOWN	STRONG	19	default/AmbientOcclusion	?OnGetValidObjects@RndAmbientOcclusion@@IBA?AVDataNode@@PAVDataArray@@@Z	0x823587b0			
A_PROVEN_FOLD	372	99.94624	MIXED/UNKNOWN	VACUOUS	1	default/PatchDir	?InitResources@PatchLayer@@SAXXZ	0x8250fef8			
A_PROVEN_FOLD	372	99.94624	MIXED/UNKNOWN	STRONG	25	default/system/synth/SynthSample	??$PropSync@VSampleMarker@@@@YA_NAAV?$vector@VSampleMarker@@V?$StlNodeAlloc@VSampleMarker@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x82729008			
A_PROVEN_FOLD	372	99.94624	ALL_OURS_UNMAPPED	STRONG	25	default/OutfitConfig	??$PropSync@VOverlay@OutfitConfig@@@@YA_NAAV?$ObjVector@VOverlay@OutfitConfig@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x822a5528			
A_PROVEN_FOLD	368	99.83696	MIXED/UNKNOWN	VACUOUS	0	default/band3/meta_band/AccomplishmentProgress	?NotifyPlayerOfAccomplishment@AccomplishmentProgress@@QAAXVSymbol@@PBD@Z	0x8258aef0			
A_PROVEN_FOLD	368	99.83696	MIXED/UNKNOWN	STRONG	26	default/band3/meta_band/AccomplishmentProgress	?NotifyPlayerOfAccomplishment@AccomplishmentProgress@@QAAXVSymbol@@PBD@Z	0x825a6ff8			
A_PROVEN_FOLD	368	99.83696	MIXED/UNKNOWN	STRONG	26	default/band3/meta_band/AccomplishmentProgress	?NotifyPlayerOfAccomplishment@AccomplishmentProgress@@QAAXVSymbol@@PBD@Z	0x825a7158			
A_PROVEN_FOLD	364	99.72527	ALL_OURS_UNMAPPED	STRONG	23	default/Flow	??$PropSync@UDynamicPropertyEntry@Flow@@@@YA_NAAV?$ObjVector@UDynamicPropertyEntry@Flow@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x823aab50			
A_PROVEN_FOLD	364	99.94505	ALL_OURS_UNMAPPED	STRONG	26	default/MidiInstrument	??$PropSync@VSampleZone@@@@YA_NAAV?$ObjVector@VSampleZone@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x82715530			
A_PROVEN_FOLD	364	99.94505	ALL_OURS_UNMAPPED	STRONG	26	default/BandPatchMesh	??$PropSync@VPatchPair@MeshPair@BandPatchMesh@@@@YA_NAAV?$ObjVector@VPatchPair@MeshPair@BandPatchMesh@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x8234a148			
A_PROVEN_FOLD	364	99.78022	ALL_OURS_UNMAPPED	STRONG	23	default/HamCamTransform	??$PropSync@VTransformArea@@@@YA_NAAV?$ObjVector@VTransformArea@@@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x822a8c40			
A_PROVEN_FOLD	360	99.94444	MIXED/UNKNOWN	STRONG	26	default/CharLipSync	??$PropSync@VString@@@@YA_NAAV?$vector@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x823d4ea8			
A_PROVEN_FOLD	360	99.83334	MIXED/UNKNOWN	VACUOUS	1	default/band3/game/Game	?AdjustForVocalPhrases@Game@@QBAXAAM0@Z	0x82684fa8			
A_PROVEN_FOLD	360	99.83334	MIXED/UNKNOWN	STRONG	48	default/SongParser	?EndVocalNote@SongParser@@QAAXH@Z	0x826b8448			
A_PROVEN_FOLD	360	99.94444	ALL_OURS_UNMAPPED	STRONG	26	default/band3/bandtrack/Gem	??$PropSync@VMeshAO@OutfitConfig@@@@YA_NAAV?$vector@VMeshAO@OutfitConfig@@V?$StlNodeAlloc@VMeshAO@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x822a8e68			
A_PROVEN_FOLD	356	99.83146	ALL_OURS_UNMAPPED	STRONG	44	default/band3/game/GemTrainerPanel	??0GemTrainerPanel@@QAA@XZ	0x826efc38			
A_PROVEN_FOLD	356	99.83146	ALL_OURS_UNMAPPED	STRONG	41	default/band3/game/GemTrainerPanel	??0GemTrainerPanel@@QAA@XZ	0x826ab108			
A_PROVEN_FOLD	356	99.94382	ALL_OURS_UNMAPPED	STRONG	28	default/SongParser	?HandleTrillEnd@SongParser@@QAA_NHE@Z	0x824c44a8			
A_PROVEN_FOLD	348	99.88506	ALL_OURS_UNMAPPED	STRONG	18	default/band3/meta_band/PrefabMgr	??1PrefabMgr@@UAA@XZ	0x82554cb0			
A_PROVEN_FOLD	344	99.94186	MIXED/UNKNOWN	STRONG	25	default/CharBones	??$PropSync@UBone@CharBones@@@@YA_NAAV?$vector@UBone@CharBones@@V?$StlNodeAlloc@UBone@CharBones@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x82381088			
A_PROVEN_FOLD	344	99.94186	ALL_OURS_UNMAPPED	STRONG	20	default/SongInfoCopy	??4?$vector@VTrackChannels@@V?$StlNodeAlloc@VTrackChannels@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x827a37b0			
A_PROVEN_FOLD	344	99.94186	MIXED/UNKNOWN	STRONG	25	default/Line	?Load@RndLine@@UAAXAAVBinStream@@@Z	0x8232dc20			
A_PROVEN_FOLD	344	99.94186	MIXED/UNKNOWN	STRONG	25	default/TrackWatcherImpl	?Jump@TrackWatcherImpl@@UAAXM@Z	0x822df4d8			
A_PROVEN_FOLD	344	99.94186	ALL_OURS_UNMAPPED	VACUOUS	0	default/AccomplishmentPanel	?FillSetlistWithAccomplishmentSongs@AccomplishmentPanel@@QAAXVSymbol@@H@Z	0x8258a388			
A_PROVEN_FOLD	340	99.94118	ALL_OURS_UNMAPPED	STRONG	30	default/PartAnim	??4?$vector@UHamSupereasyMeasure@@V?$StlNodeAlloc@UHamSupereasyMeasure@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x82b87b70			
A_PROVEN_FOLD	340	99.94118	ALL_OURS_UNMAPPED	STRONG	33	default/system/obj/Dir	??4?$vector@V?$ObjDirPtr@VObjectDir@@@@V?$StlNodeAlloc@V?$ObjDirPtr@VObjectDir@@@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x82710768			
A_PROVEN_FOLD	340	99.94118	MIXED/UNKNOWN	VACUOUS	1	default/PracticePanel	?MarkGemsAsProcessed@PracticePanel@@QAAXXZ	0x82684f70			
A_PROVEN_FOLD	336	99.94048	ALL_OURS_UNMAPPED	STRONG	81	default/system/obj/Dir	?Copy@ObjectDir@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	0x827de700			
A_PROVEN_FOLD	328	99.93903	ALL_OURS_UNMAPPED	STRONG	24	default/BandWardrobe	?_M_insert_overflow_aux@?$vector@UMerger@FileMerger@@V?$StlNodeAlloc@UMerger@FileMerger@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUMerger@FileMerger@@ABU34@ABU__false_type@2@I_N@Z	0x8232fb50			
A_PROVEN_FOLD	328	99.87805	ALL_OURS_UNMAPPED	STRONG	29	default/CharHair	?_M_insert_overflow_aux@?$vector@VStrand@CharHair@@V?$StlNodeAlloc@VStrand@CharHair@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVStrand@CharHair@@ABV34@ABU__false_type@2@I_N@Z	0x823a9658			
A_PROVEN_FOLD	328	99.87805	ALL_OURS_UNMAPPED	STRONG	29	default/CharMeshHide	?_M_insert_overflow_aux@?$vector@VHide@CharMeshHide@@V?$StlNodeAlloc@VHide@CharMeshHide@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVHide@CharMeshHide@@ABV34@ABU__false_type@2@I_N@Z	0x823a1238			
A_PROVEN_FOLD	328	99.87805	ALL_OURS_UNMAPPED	STRONG	30	default/ButtonHolder	?_M_insert_overflow_aux@?$vector@VActionRec@@V?$StlNodeAlloc@VActionRec@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVActionRec@@ABV3@ABU__false_type@2@I_N@Z	0x827ae288			
A_PROVEN_FOLD	328	99.81707	ALL_OURS_UNMAPPED	STRONG	24	default/Sfx	?_M_insert_overflow_aux@?$vector@VMoggClipMap@@V?$StlNodeAlloc@VMoggClipMap@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVMoggClipMap@@ABV3@ABU__false_type@2@I_N@Z	0x8271c2d8			
A_PROVEN_FOLD	328	99.81707	ALL_OURS_UNMAPPED	STRONG	33	default/Sfx	?_M_insert_overflow_aux@?$vector@VMoggClipMap@@V?$StlNodeAlloc@VMoggClipMap@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVMoggClipMap@@ABV3@ABU__false_type@2@I_N@Z	0x8271c8d0			
A_PROVEN_FOLD	328	99.81707	ALL_OURS_UNMAPPED	STRONG	24	default/CharEyes	?_M_insert_overflow_aux@?$vector@UEyeDesc@CharEyes@@V?$StlNodeAlloc@UEyeDesc@CharEyes@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUEyeDesc@CharEyes@@ABU34@ABU__false_type@2@I_N@Z	0x823864a8			
A_PROVEN_FOLD	328	99.81707	ALL_OURS_UNMAPPED	STRONG	29	default/CharEyes	?_M_insert_overflow_aux@?$vector@UEyeDesc@CharEyes@@V?$StlNodeAlloc@UEyeDesc@CharEyes@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUEyeDesc@CharEyes@@ABU34@ABU__false_type@2@I_N@Z	0x82387768			
A_PROVEN_FOLD	328	99.87805	MIXED/UNKNOWN	STRONG	25	default/EventTrigger	?Copy@EventTrigger@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	0x824a4800			
A_PROVEN_FOLD	328	99.87805	MIXED/UNKNOWN	STRONG	25	default/EventTrigger	?Copy@EventTrigger@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	0x824a4790			
A_PROVEN_FOLD	328	99.93903	ALL_OURS_UNMAPPED	STRONG	22	default/MidiParserMgr	?_M_insert_overflow_aux@?$vector@UVocalEvent@MidiParser@@V?$StlNodeAlloc@UVocalEvent@MidiParser@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUVocalEvent@MidiParser@@ABU34@ABU__false_type@2@I_N@Z	0x827eb7e0			
A_PROVEN_FOLD	328	99.93903	ALL_OURS_UNMAPPED	STRONG	24	default/MidiSynth	?_M_insert_overflow_aux@?$vector@VMidiChannel@@V?$StlNodeAlloc@VMidiChannel@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVMidiChannel@@ABV3@ABU__false_type@2@I_N@Z	0x82718e98			
A_PROVEN_FOLD	328	99.93903	ALL_OURS_UNMAPPED	STRONG	29	default/BandIKEffector	?_M_insert_overflow_aux@?$vector@VConstraint@BandIKEffector@@V?$StlNodeAlloc@VConstraint@BandIKEffector@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVConstraint@BandIKEffector@@ABV34@ABU__false_type@2@I_N@Z	0x822c3fa8			
A_PROVEN_FOLD	328	99.87805	ALL_OURS_UNMAPPED	STRONG	29	default/LightPreset	?_M_insert_overflow_aux@?$vector@UKeyframe@LightPreset@@V?$StlNodeAlloc@UKeyframe@LightPreset@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUKeyframe@LightPreset@@ABU34@ABU__false_type@2@I_N@Z	0x824b4560			
A_PROVEN_FOLD	328	99.93903	ALL_OURS_UNMAPPED	STRONG	24	default/Cache_Xbox	?_M_insert_overflow_aux@?$vector@VCacheDirEntry@@V?$StlNodeAlloc@VCacheDirEntry@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVCacheDirEntry@@ABV3@ABU__false_type@2@I_N@Z	0x827dacf0			
A_PROVEN_FOLD	328	99.93903	ALL_OURS_UNMAPPED	STRONG	29	default/band3/game/Singer	?_M_insert_overflow_aux@?$vector@VVocalScoreHistory@@V?$StlNodeAlloc@VVocalScoreHistory@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVVocalScoreHistory@@ABV3@ABU__false_type@2@I_N@Z	0x826f80c0			
A_PROVEN_FOLD	328	99.87805	ALL_OURS_UNMAPPED	STRONG	29	default/band3/meta_band/AccomplishmentManager	?_M_insert_overflow_aux@?$vector@UGoalAcquisitionInfo@@V?$StlNodeAlloc@UGoalAcquisitionInfo@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUGoalAcquisitionInfo@@ABU3@ABU__false_type@2@I_N@Z	0x82558440			
A_PROVEN_FOLD	328	99.93903	ALL_OURS_UNMAPPED	STRONG	29	default/StandardStream	?_M_insert_overflow_aux@?$vector@UMarker@@V?$StlNodeAlloc@UMarker@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUMarker@@ABU3@ABU__false_type@2@I_N@Z	0x82703938			
A_PROVEN_FOLD	324	99.93827	MIXED/UNKNOWN	STRONG	25	default/Song	??1Song@@UAA@XZ	0x8232dc20			
A_PROVEN_FOLD	324	99.93827	ALL_OURS_UNMAPPED	STRONG	26	default/CharEyes	?_M_insert_overflow_aux@?$vector@UCharInterestState@CharEyes@@V?$StlNodeAlloc@UCharInterestState@CharEyes@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAUCharInterestState@CharEyes@@ABU34@ABU__false_type@2@I_N@Z	0x82387a28			
A_PROVEN_FOLD	324	99.93827	MIXED/UNKNOWN	STRONG	19	default/Character	??4?$vector@ULod@Character@@V?$StlNodeAlloc@ULod@Character@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x82371148			
A_PROVEN_FOLD	324	99.93827	MIXED/UNKNOWN	STRONG	29	default/BandIKEffector	??4?$vector@VConstraint@BandIKEffector@@V?$StlNodeAlloc@VConstraint@BandIKEffector@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x822c4040			
A_PROVEN_FOLD	324	99.81481	ALL_OURS_UNMAPPED	STRONG	30	default/band3/game/Scoring	?_M_insert_overflow_aux@?$vector@VStreakList@Scoring@@V?$StlNodeAlloc@VStreakList@Scoring@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVStreakList@Scoring@@ABV34@ABU__false_type@2@I_N@Z	0x826a1808			
A_PROVEN_FOLD	324	99.81481	ALL_OURS_UNMAPPED	STRONG	30	default/band3/game/Scoring	?_M_insert_overflow_aux@?$vector@VStreakList@Scoring@@V?$StlNodeAlloc@VStreakList@Scoring@@@stlpmtx_std@@@stlpmtx_std@@IAAXPAVStreakList@Scoring@@ABV34@ABU__false_type@2@I_N@Z	0x826a1960			
A_PROVEN_FOLD	324	99.93827	ALL_OURS_UNMAPPED	STRONG	29	default/band3/bandtrack/Gem	??4?$vector@VMatSwap@OutfitConfig@@V?$StlNodeAlloc@VMatSwap@OutfitConfig@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x822a7008			
A_PROVEN_FOLD	324	99.93827	MIXED/UNKNOWN	VACUOUS	1	default/GemPlayer	?GetCommonPhraseFraction@GemPlayer@@QAAMH@Z	0x82684f68			
A_PROVEN_FOLD	320	99.9375	MIXED/UNKNOWN	STRONG	25	default/CharBonesSamples	??$PropSync@M@@YA_NAAV?$vector@MV?$StlNodeAlloc@M@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x822df4d8			
A_PROVEN_FOLD	320	99.9375	ALL_OURS_UNMAPPED	STRONG	25	default/TrackDir	??$PropSync@VTransform@@@@YA_NAAV?$vector@VTransform@@V?$StlNodeAlloc@VTransform@@@stlpmtx_std@@@stlpmtx_std@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	0x8240d0e0			
A_PROVEN_FOLD	316	99.74683	MIXED/UNKNOWN	STRONG	33	default/VocalTrack	??1VocalTrack@@UAA@XZ	0x82303d20			
A_PROVEN_FOLD	316	99.74683	MIXED/UNKNOWN	STRONG	41	default/VocalTrack	??1VocalTrack@@UAA@XZ	0x82ba8e98			
A_PROVEN_FOLD	316	99.93671	MIXED/UNKNOWN	STRONG	16	default/CharUpperTwist	?SetType@CharUpperTwist@@UAAXVSymbol@@@Z	0x82329b20			
A_PROVEN_FOLD	316	99.93671	ALL_OURS_UNMAPPED	STRONG	16	default/FlowTrigger	?SetType@FlowTrigger@@UAAXVSymbol@@@Z	0x8236a428			
A_PROVEN_FOLD	316	99.93671	ALL_OURS_UNMAPPED	STRONG	16	default/TransConstraint	?SetType@TransConstraint@@UAAXVSymbol@@@Z	0x8256ffc8			
A_PROVEN_FOLD	316	99.93671	MIXED/UNKNOWN	STRONG	16	default/MetaMusic	?SetType@RndPropAnim@@UAAXVSymbol@@@Z	0x8236aba8			
A_PROVEN_FOLD	316	99.93671	ALL_OURS_UNMAPPED	STRONG	16	default/Line	?SetType@RndSpline@@UAAXVSymbol@@@Z	0x8240e2c0			
A_PROVEN_FOLD	316	99.93671	MIXED/UNKNOWN	STRONG	19	default/CharEyes	??4?$vector@UCharInterestState@CharEyes@@V?$StlNodeAlloc@UCharInterestState@CharEyes@@@stlpmtx_std@@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x82387960			
A_PROVEN_FOLD	316	99.81013	ALL_OURS_UNMAPPED	STRONG	82	default/MatAnim	?Copy@RndMatAnim@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	0x8245f410			
A_PROVEN_FOLD	312	99.9359	ALL_OURS_UNMAPPED	VACUOUS	1	default/band3/meta_band/FaceHairProvider	??0FaceHairProvider@@QAA@XZ	0x82569e78			
A_PROVEN_FOLD	308	99.93507	ALL_OURS_UNMAPPED	STRONG	30	default/SongData	??4?$vector@U?$pair@MM@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@MM@stlpmtx_std@@@2@@stlpmtx_std@@QAAAAV01@ABV01@@Z	0x82772208			
A_PROVEN_FOLD	304	99.93421	ALL_OURS_UNMAPPED	VACUOUS	1	default/GemPlayer	?FretButtonDown@GemPlayer@@UAAXHM@Z	0x82b93f58			
A_PROVEN_FOLD	296	99.93243	MIXED/UNKNOWN	STRONG	54	default/network/net/NetSession	?OnMsg@NetSession@@QAA_NABVUpdateUserDataMsg@@@Z	0x823e2020			
A_PROVEN_FOLD	292	99.9315	MIXED/UNKNOWN	STRONG	20	default/Mesh	?_M_erase@?$vector@V?$vector@GV?$StlNodeAlloc@G@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$vector@GV?$StlNodeAlloc@G@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@IAAPAV?$vector@GV?$StlNodeAlloc@G@stlpmtx_std@@@2@PAV32@0ABU__true_type@2@@Z	0x8241bc78			
A_PROVEN_FOLD	292	99.9315	ALL_OURS_UNMAPPED	VACUOUS	1	default/PropSync	?Enter@WorldDir@@UAAXXZ	0x8240f158			
A_PROVEN_FOLD	292	99.9315	MIXED/UNKNOWN	STRONG	19	default/DirUnloader	??0DirUnloader@@QAA@PAVObjectDir@@@Z	0x823587b0			
