tier,symbol,unit,size,fuzzy,mpn,div_class,confidence,bytes_identical,why
TIER3_SUSPECT,??0CampaignSourceProvider@@QAA@XZ,default/CampaignSongInfoPanel,132,100.00,100.00,object_memory,stable_divergent,0,"2 object word(s), all cross-region"
TIER3_SUSPECT,??0CampaignLevel@@QAA@PAVDataArray@@H@Z,default/CampaignLevel,132,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0InstrumentFinishProvider@@QAA@XZ,default/band3/meta_band/InstrumentFinishProvider,132,100.00,100.00,object_memory,stable_divergent,0,"2 object word(s), all cross-region"
TIER3_SUSPECT,?HasAssets@Award@@QBA_NXZ,default/Award,132,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??$?5VSampleMarker@@V?$StlNodeAlloc@VSampleMarker@@@stlpmtx_std@@@@YAAAVBinStream@@AAV0@AAV?$vector@VSampleMarker@@V?$StlNodeAlloc@VSampleMarker@@@stlpmtx_std@@@stlpmtx_std@@@Z,default/SampleData,132,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??1GuitarController@@UAA@XZ,default/GuitarController,128,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1NgRnd@@UAA@XZ,default/Env_NG,128,100.00,100.00,object_memory,stable_divergent,0,"2 object word(s), all cross-region"
TIER3_SUSPECT,?Copy@CrazeHollaback@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/CrazeHollaback,128,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Copy@BandHighlight@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/BandHighlight,128,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0TourProperty@@QAA@PBVDataArray@@@Z,default/band3/tour/TourProperty,128,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r6 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0KeysFx@@QAA@W4TrackType@@@Z,default/band3/game/KeysFx,128,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 3 object word(s), all cross-region"
TIER3_SUSPECT,??0ATanInterpolator@@QAA@MMMMM@Z,default/Interp,124,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 4 object word(s), all cross-region"
TIER3_SUSPECT,?ClearToDefaults@EyeDartRulesetData@CharEyeDartRuleset@@QAAXXZ,default/CharEyeDartRuleset,124,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 8 object word(s), all cross-region"
TIER3_SUSPECT,?Copy@UIColor@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/UIColor,124,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?OptionInit@@YAXXZ,default/Option,124,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?FormatTime@@YAPBDM@Z,default/Timer,124,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r3 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?UpdateDebugParsers@Song@@AAAXXZ,default/Song,124,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0IOBandwidthCounter@BandwidthCounterMap@Quazal@@QAA@ABVString@2@@Z,default/network/Platform/BandwidthCounter,124,100.00,100.00,call_arg,stable_divergent,0,arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?ViewGamercard@SetlistRecord@@QAAXPAVLocalBandUser@@@Z,default/band3/meta_band/SongRecord,124,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Copy@MicInputArrow@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/MicInputArrow,124,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?InitData@AwardAssetProvider@@UAAXPAVRndDir@@@Z,default/band3/meta_band/NewAwardPanel,124,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0StarsCmp@@QAA@HMPBD@Z,default/SongSortByStars,124,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??0?$CSampleXAPOBase@VGainEffect@@UGainEffectParams@@@ATG@@IAA@XZ,default/GainEffect,120,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??0?$CSampleXAPOBase@VHeadsetPlaybackEffect@@UHeadsetPlaybackEffectParams@@@ATG@@IAA@XZ,default/HeadsetPlaybackEffect,120,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??0?$CSampleXAPOBase@VEnvelopeGenerator@@UEnvelopeGeneratorParams@@@ATG@@IAA@XZ,default/EnvelopeGenerator,120,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??0?$CSampleXAPOBase@VPitchShiftEffect@@UPitchShiftEffectParams@@@ATG@@IAA@XZ,default/PitchShiftEffect,120,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??0?$CSampleXAPOBase@VHeadsetXferEffect@@UHeadsetXferEffectParams@@@ATG@@IAA@XZ,default/HeadsetXferEffect,120,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??0?$CSampleXAPOBase@VMeterEffect@@UMeterEffectParams@@@ATG@@IAA@XZ,default/MeterEffect,120,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??1JsonArray@@EAA@XZ,default/JsonUtils,120,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,??0UIListSlot@@IAA@XZ,default/UIListSlot,120,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?Copy@CharIKFoot@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/CharIKFoot,120,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0NetStream@@QAA@XZ,default/JoypadMsgs,120,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1AccomplishmentSongListConditional@@UAA@XZ,default/band3/meta_band/AccomplishmentSongListConditional,120,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?FirstFrame_@StatMemberTracker@@UAAXM@Z,default/band3/game/StatMemberTracker,120,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,??0TourPerformerImpl@@QAA@AAVBandUserMgr@@@Z,default/TourPerformer,120,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0ReviewCmp@@QAA@HPBD@Z,default/SongSortByReview,120,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?SetBlocking@ContentLoadingPanel@@QAAX_N@Z,default/band3/meta_band/ContentLoadingPanel,120,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0SongMetadata@@IAA@XZ,default/SongMetadata,120,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1Lyric@@UAA@XZ,default/band3/bandtrack/Lyric,120,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1?$ObjRefConcrete@VBandLabel@@VObjectDir@@@@UAA@XZ,default/CrowdMeterIcon,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1?$ObjRefConcrete@VRndAnimatable@@VObjectDir@@@@UAA@XZ,default/CrowdMeterIcon,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1?$ObjRefConcrete@VEventTrigger@@VObjectDir@@@@UAA@XZ,default/BandStarDisplay,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1KeyboardTrackWatcherImpl@@UAA@XZ,default/KeyboardTrackWatcherImpl,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??0UIListState@@QAA@PAVUIListProvider@@PAVUIListStateCallback@@@Z,default/UIListState,116,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??0FixedSetlist@@QAA@XZ,default/band3/tour/FixedSetlist,116,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??_GFixedSetlist@@UAAPAXI@Z,default/band3/tour/FixedSetlist,116,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,?Copy@UIListMesh@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/UIListMesh,116,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0MetaMusicScene@@QAA@PAVDataArray@@@Z,default/MetaMusicScene,116,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??1?$ObjRefConcrete@VCharLipSyncDriver@@VObjectDir@@@@UAA@XZ,default/CharLipSyncDriver,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?GetPath@FakeSongMgr@@SAPBDPBVSongInfo@@PBD@Z,default/FakeSongMgr,116,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r3 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??1?$ObjRefConcrete@VHamCharacter@@VObjectDir@@@@UAA@XZ,default/HamIKSkeleton,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?SetName@CharIKFoot@@UAAXPBDPAVObjectDir@@@Z,default/CharIKFoot,116,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??__EgHiResScreen@@YAXXZ,default/HiResScreen,116,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r3 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0KeyedChecksumAlgorithm@Quazal@@QAA@II@Z,default/network/Plugins/Checksum/Interface/KeyedChecksumAlgorithm,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1?$ObjRefConcrete@VRndCam@@VObjectDir@@@@UAA@XZ,default/CamAnim,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??_GTourGameRules@@UAAPAXI@Z,default/band3/tour/TourGameRules,116,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,??_GAsset@@UAAPAXI@Z,default/band3/meta_band/Asset,116,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,??1ArkFile@@UAA@XZ,default/ArkFile,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??_DRndPollAnim@@QAAXXZ,default/PollAnim,116,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,??1?$ObjRefConcrete@VRndMesh@@VObjectDir@@@@UAA@XZ,default/PartLauncher,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1?$ObjRefConcrete@VRndMultiMesh@@VObjectDir@@@@UAA@XZ,default/PartLauncher,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??_GCacheMgr@@UAAPAXI@Z,default/CacheMgr,116,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,??1?$ObjRefConcrete@VRndEnvAnim@@VObjectDir@@@@UAA@XZ,default/EnvAnim,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1?$ObjRefConcrete@VUnisonIcon@@VObjectDir@@@@UAA@XZ,default/EndingBonus,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1?$ObjRefConcrete@VBandList@@VObjectDir@@@@UAA@XZ,default/ScrollbarDisplay,116,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?DefaultDifficulty@@YA?AW4Difficulty@@XZ,default/Defines,112,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?JoypadInitXboxPCDeadzone@@YAXPAVDataArray@@@Z,default/Joypad_Xinput,112,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??1?$StandardEffect@VDistortionEffect@@@@UAA@XZ,default/system/synth_xbox/FxSendDistortion,112,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,?Copy@UIGuide@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/UIGuide,112,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?NewObject@LabelShrinkWrapper@@SAPAVObject@Hmx@@XZ,default/LabelShrinkWrapper,112,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0FileMergerOrganizerLoader@@QAA@XZ,default/FileMergerOrganizer,112,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??_DConnectionStatusPanel@@QAAXXZ,default/MetaMusicScene,112,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,FileDelete,default/File_Win,112,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,FileMkDir,default/File_Win,112,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0StandIn@@QAA@XZ,default/band3/meta_band/StandIn,112,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??1AccomplishmentTrainerListConditional@@UAA@XZ,default/band3/meta_band/AccomplishmentTrainerListConditional,112,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,?IsProfileOwner@SetlistRecord@@QBA_NPBVBandProfile@@@Z,default/band3/meta_band/SongRecord,112,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?NewObject@InstrumentDifficultyDisplay@@SAPAVObject@Hmx@@XZ,default/InstrumentDifficultyDisplay,112,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?NewObject@MiniLeaderboardDisplay@@SAPAVObject@Hmx@@XZ,default/system/hamobj/MiniLeaderboardDisplay,112,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?Load@KeysFx@@QAAXXZ,default/band3/game/KeysFx,112,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??1?$StandardEffect@VEQEffect@@@@UAA@XZ,default/system/synth_xbox/FxSendEQ,112,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??1?$StandardEffect@VWahEffect@@@@UAA@XZ,default/FxSendWah,112,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,?LoadArt@BandStorePanel@@UAAXPBDPAVUIPanel@@@Z,default/band3/meta_band/BandStorePanel,112,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0GemTrackResourceManager@@QAA@PAVObjectDir@@@Z,default/GemTrackResourceManager,108,100.00,100.00,call_arg,stable_divergent,0,arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??_DBandScoreboard@@QAAXXZ,default/BandScoreboard,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r6 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?ControllerTypeToSym@@YA?AVSymbol@@W4ControllerType@@@Z,default/Defines,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?DifficultyToShortSym@@YA?AVSymbol@@W4Difficulty@@@Z,default/Defines,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?DifficultyToSym@@YA?AVSymbol@@W4Difficulty@@@Z,default/Defines,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?ScoreTypeToSym@@YA?AVSymbol@@W4ScoreType@@@Z,default/Defines,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??_DBandLeadMeter@@QAAXXZ,default/BandLeadMeter,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??_DCrowdMeterIcon@@QAAXXZ,default/CrowdMeterIcon,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??_DBandStarDisplay@@QAAXXZ,default/BandStarDisplay,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r6 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?TickFormat@@YAPBDHABVMeasureMap@@@Z,default/MBT,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r3 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0Profiler@@QAA@PBDH@Z,default/Profiler,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,??_DCharClipSet@@QAAXXZ,default/CharClipSet,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 5 object word(s), all cross-region"
TIER3_SUSPECT,??_DCheckboxDisplay@@QAAXXZ,default/CheckboxDisplay,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 5 object word(s), all cross-region"
TIER3_SUSPECT,?OnResetHair@@YA?AVDataNode@@PAVDataArray@@@Z,default/CharUtl,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??_DLabelShrinkWrapper@@QAAXXZ,default/LabelShrinkWrapper,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 5 object word(s), all cross-region"
TIER3_SUSPECT,??_DRndTransProxy@@QAAXXZ,default/TransProxy,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??_DRndLight@@QAAXXZ,default/Lit,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??_DDxLight@@QAAXXZ,default/system/rnddx9/CubeTex,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 4 object word(s), all cross-region"
TIER3_SUSPECT,??_DDxParticleSys@@QAAXXZ,default/system/rnddx9/CubeTex,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??_DScreenshot@@QAAXXZ,default/Screenshot,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??_DRndMultiMeshProxy@@QAAXXZ,default/MultiMeshProxy,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,?GetSongConfig@FakeSongMgr@@QAAPAVDataArray@@VSymbol@@@Z,default/FakeSongMgr,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??_DCharCollide@@QAAXXZ,default/CharCollide,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 3 object word(s), all cross-region"
TIER3_SUSPECT,??0?$ObjOwnerPtr@VCharWeightable@@@@QAA@PAVObjRefOwner@@PAVCharWeightable@@@Z,default/CharWeightable,108,100.00,100.00,object_memory,stable_divergent,0,"1 object word(s), all cross-region"
TIER3_SUSPECT,??_DRndTexRenderer@@QAAXXZ,default/TexRenderer,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 5 object word(s), all cross-region"
TIER3_SUSPECT,?Copy@RndSet@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,default/Set,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r5 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0CampaignKey@@QAA@PAVDataArray@@@Z,default/band3/meta_band/CampaignKey,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,?SelectedSource@CampaignSongInfoPanel@@QBA?AVSymbol@@XZ,default/CampaignSongInfoPanel,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??0OverdriveTimeTracker@@QAA@PAVTrackerSource@@AAVTrackerBandDisplay@@AAVTrackerBroadcastDisplay@@@Z,default/OverdriveTimeTracker,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,?FirstFrame_@OverdriveTimeTracker@@UAAXM@Z,default/OverdriveTimeTracker,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 1 object word(s), all cross-region"
TIER3_SUSPECT,??_DBandHighlight@@QAAXXZ,default/BandHighlight,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 5 object word(s), all cross-region"
TIER3_SUSPECT,??_DNgLight@@QAAXXZ,default/Lit_NG,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??_DOverdriveMeter@@QAAXXZ,default/OverdriveMeter,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??_DMicInputArrow@@QAAXXZ,default/MicInputArrow,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 5 object word(s), all cross-region"
TIER3_SUSPECT,?Load@RetryAudioPanel@@UAAXXZ,default/band3/meta_band/RetryAudioPanel,108,100.00,100.00,call_arg,stable_divergent,1,BYTE-IDENTICAL body; divergence is reloc-target mocking only -- arg r4 crosses mock regions (rdata->globals)
TIER3_SUSPECT,??_DReviewDisplay@@QAAXXZ,default/system/bandobj/ReviewDisplay,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 2 object word(s), all cross-region"
TIER3_SUSPECT,??_DCharInterest@@QAAXXZ,default/CharInterest,108,100.00,100.00,object_memory,stable_divergent,1,"BYTE-IDENTICAL body; divergence is reloc-target mocking only -- 4 object word(s), all cross-region"
